Log file open, 02/06/23 12:47:29
[2023.02.06-12.47.30:172][  0]LogInit: Physics initialised using underlying interface: Chaos
[2023.02.06-12.47.30:173][  0]LogInit: Using OS detected language (en-GB).
[2023.02.06-12.47.30:173][  0]LogInit: Using OS detected locale (en-GB).
[2023.02.06-12.47.30:182][  0]LogTextLocalizationManager: No specific localization for 'en-GB' exists, so 'en' will be used for the language.
[2023.02.06-12.47.30:417][  0]LogInit: Setting process to per monitor DPI aware
[2023.02.06-12.47.30:440][  0]LogWindowsTextInputMethodSystem: Available input methods:
[2023.02.06-12.47.30:440][  0]LogWindowsTextInputMethodSystem:   - English (United Kingdom) - (Keyboard).
[2023.02.06-12.47.30:440][  0]LogWindowsTextInputMethodSystem: Activated input method: English (United Kingdom) - (Keyboard).
[2023.02.06-12.47.30:464][  0]LogSlate: New Slate User Created. Platform User Id 0, User Index 0, Is Virtual User: 0
[2023.02.06-12.47.30:464][  0]LogSlate: Slate User Registered.  User Index 0, Is Virtual User: 0
[2023.02.06-12.47.30:655][  0]LogD3D12RHI: Display: Creating D3D12 RHI with Max Feature Level SM6
[2023.02.06-12.47.30:656][  0]LogWindows: Attached monitors:
[2023.02.06-12.47.30:656][  0]LogWindows:     resolution: 2560x1600, work area: (447, 1440) -> (3007, 2968), device: '\\.\DISPLAY1'
[2023.02.06-12.47.30:656][  0]LogWindows:     resolution: 3440x1440, work area: (0, 0) -> (3440, 1392), device: '\\.\DISPLAY5' [PRIMARY]
[2023.02.06-12.47.30:656][  0]LogWindows: Found 2 attached monitors.
[2023.02.06-12.47.30:656][  0]LogWindows: Gathering driver information using Windows Setup API
[2023.02.06-12.47.30:656][  0]LogRHI: RHI Adapter Info:
[2023.02.06-12.47.30:656][  0]LogRHI:             Name: NVIDIA GeForce RTX 3070 Laptop GPU
[2023.02.06-12.47.30:656][  0]LogRHI:   Driver Version: 527.56 (internal:31.0.15.2756, unified:527.56)
[2023.02.06-12.47.30:656][  0]LogRHI:      Driver Date: 12-5-2022
[2023.02.06-12.47.30:656][  0]LogD3D12RHI:     GPU DeviceId: 0x24dd (for the marketing name, search the web for "GPU Device Id")
[2023.02.06-12.47.30:656][  0]LogD3D12RHI: InitD3DDevice: -D3DDebug = off -D3D12GPUValidation = off
[2023.02.06-12.47.30:672][  0]LogD3D12RHI: [Aftermath] Aftermath crash dumping enabled
[2023.02.06-12.47.30:672][  0]LogD3D12RHI: Emitting draw events for PIX profiling.
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: [Aftermath] Aftermath enabled and primed
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: [Aftermath] Aftermath resource tracking enabled
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: ID3D12Device1 is supported.
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: ID3D12Device2 is supported.
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: ID3D12Device3 is supported.
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: ID3D12Device4 is supported.
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: ID3D12Device5 is supported.
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: ID3D12Device6 is supported.
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: ID3D12Device7 is supported.
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: ID3D12Device8 is supported.
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: ID3D12Device9 is supported.
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: ID3D12Device10 is supported.
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: Bindless resources are supported
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: D3D12 ray tracing tier 1.1 and bindless resources are supported.
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: Mesh shader tier 1.0 is supported
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: AtomicInt64OnTypedResource is supported
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: AtomicInt64OnGroupShared is supported
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: AtomicInt64OnDescriptorHeapResource is supported
[2023.02.06-12.47.30:771][  0]LogD3D12RHI: Shader Model 6.6 atomic64 is supported
[2023.02.06-12.47.30:846][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (3D)
[2023.02.06-12.47.30:846][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Copy)
[2023.02.06-12.47.30:846][  0]LogD3D12RHI: [GPUBreadCrumb] Successfully setup breadcrumb resource for DiagnosticBuffer (Compute)
[2023.02.06-12.47.30:862][  0]LogD3D12RHI: Display: Not using pipeline state disk cache per r.D3D12.PSO.DiskCache=0
[2023.02.06-12.47.30:862][  0]LogD3D12RHI: Display: Not using driver-optimized pipeline state disk cache per r.D3D12.PSO.DriverOptimizedDiskCache=0
[2023.02.06-12.47.30:863][  0]LogRHI: Texture pool is 4576 MB (70% of 6538 MB)
[2023.02.06-12.47.30:863][  0]LogD3D12RHI: Async texture creation enabled
[2023.02.06-12.47.30:863][  0]LogD3D12RHI: RHI has support for 64 bit atomics
[2023.02.06-12.47.30:892][  0]LogTurnkeySupport: Running Turnkey SDK detection: ' -ScriptsForProject="C:/Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/VoxelKeeper.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Intermediate/TurnkeyReport_0.log" -log="C:/Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Intermediate/TurnkeyLog_0.log" -project="C:/Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/VoxelKeeper.uproject"  -platform=all'
[2023.02.06-12.47.30:892][  0]LogMonitoredProcess: Running Serialized UAT: [ cmd.exe /c ""C:/Program Files/Epic Games/UE_5.1/Engine/Build/BatchFiles/RunUAT.bat"  -ScriptsForProject="C:/Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/VoxelKeeper.uproject" Turnkey -utf8output -WaitForUATMutex -command=VerifySdk -ReportFilename="C:/Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Intermediate/TurnkeyReport_0.log" -log="C:/Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Intermediate/TurnkeyLog_0.log" -project="C:/Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/VoxelKeeper.uproject"  -platform=all" ]
[2023.02.06-12.47.30:951][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatASTC
[2023.02.06-12.47.30:951][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatDXT
[2023.02.06-12.47.30:951][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatETC2
[2023.02.06-12.47.30:951][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatIntelISPCTexComp
[2023.02.06-12.47.30:951][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatUncompressed
[2023.02.06-12.47.30:951][  0]LogTextureFormatOodle: Display: Oodle Texture TFO init; latest sdk version = 2.9.8
[2023.02.06-12.47.30:951][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.5.dll
[2023.02.06-12.47.30:951][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.6.dll
[2023.02.06-12.47.30:952][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.7.dll
[2023.02.06-12.47.30:953][  0]LogTextureFormatOodle: Display: Oodle Texture loading DLL: oo2tex_win64_2.9.8.dll
[2023.02.06-12.47.30:954][  0]LogTextureFormatManager: Display: Loaded Base TextureFormat: TextureFormatOodle
[2023.02.06-12.47.30:963][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android'
[2023.02.06-12.47.30:963][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTC'
[2023.02.06-12.47.30:963][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXT'
[2023.02.06-12.47.30:963][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2'
[2023.02.06-12.47.30:963][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'AndroidClient'
[2023.02.06-12.47.30:963][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ASTCClient'
[2023.02.06-12.47.30:963][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_DXTClient'
[2023.02.06-12.47.30:963][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_ETC2Client'
[2023.02.06-12.47.30:963][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_Multi'
[2023.02.06-12.47.30:963][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Android_MultiClient'
[2023.02.06-12.47.30:991][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLens'
[2023.02.06-12.47.30:991][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'HoloLensClient'
[2023.02.06-12.47.30:996][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOS'
[2023.02.06-12.47.30:996][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'IOSClient'
[2023.02.06-12.47.31:001][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Linux'
[2023.02.06-12.47.31:001][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxEditor'
[2023.02.06-12.47.31:001][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxServer'
[2023.02.06-12.47.31:001][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxClient'
[2023.02.06-12.47.31:005][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64'
[2023.02.06-12.47.31:005][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Server'
[2023.02.06-12.47.31:005][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'LinuxArm64Client'
[2023.02.06-12.47.31:010][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOS'
[2023.02.06-12.47.31:010][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'TVOSClient'
[2023.02.06-12.47.31:018][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'Windows'
[2023.02.06-12.47.31:019][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsEditor'
[2023.02.06-12.47.31:019][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsServer'
[2023.02.06-12.47.31:019][  0]LogTargetPlatformManager: Display: Loaded TargetPlatform 'WindowsClient'
[2023.02.06-12.47.31:019][  0]LogTargetPlatformManager: Display: Building Assets For WindowsEditor
[2023.02.06-12.47.31:019][  0]LogTargetPlatformManager: Unable to find audio format BINKA from hinted modules, loading all potential format modules to find it
[2023.02.06-12.47.31:023][  0]LogTargetPlatformManager: Loaded format module AudioFormatADPCM
[2023.02.06-12.47.31:023][  0]LogTargetPlatformManager:   ADPCM
[2023.02.06-12.47.31:023][  0]LogTargetPlatformManager:   PCM
[2023.02.06-12.47.31:027][  0]LogTargetPlatformManager: Loaded format module AudioFormatBink
[2023.02.06-12.47.31:027][  0]LogTargetPlatformManager:   BINKA
[2023.02.06-12.47.31:035][  0]LogAudioDebug: Display: Lib vorbis DLL was dynamically loaded.
[2023.02.06-12.47.31:035][  0]LogTargetPlatformManager: Loaded format module AudioFormatOgg
[2023.02.06-12.47.31:035][  0]LogTargetPlatformManager:   OGG
[2023.02.06-12.47.31:038][  0]LogTargetPlatformManager: Loaded format module AudioFormatOpus
[2023.02.06-12.47.31:038][  0]LogTargetPlatformManager:   OPUS
[2023.02.06-12.47.31:087][  0]LogTargetPlatformManager: Unable to find shader format SF_METAL from hinted modules, loading all potential format modules to find it
[2023.02.06-12.47.31:095][  0]LogTargetPlatformManager: Loaded format module MetalShaderFormat
[2023.02.06-12.47.31:095][  0]LogTargetPlatformManager:   SF_METAL
[2023.02.06-12.47.31:095][  0]LogTargetPlatformManager:   SF_METAL_MRT
[2023.02.06-12.47.31:095][  0]LogTargetPlatformManager:   SF_METAL_TVOS
[2023.02.06-12.47.31:095][  0]LogTargetPlatformManager:   SF_METAL_MRT_TVOS
[2023.02.06-12.47.31:095][  0]LogTargetPlatformManager:   SF_METAL_SM5
[2023.02.06-12.47.31:095][  0]LogTargetPlatformManager:   SF_METAL_MACES3_1
[2023.02.06-12.47.31:095][  0]LogTargetPlatformManager:   SF_METAL_MRT_MAC
[2023.02.06-12.47.31:095][  0]LogTargetPlatformManager: Loaded format module ShaderFormatD3D
[2023.02.06-12.47.31:095][  0]LogTargetPlatformManager:   PCD3D_SM6
[2023.02.06-12.47.31:095][  0]LogTargetPlatformManager:   PCD3D_SM5
[2023.02.06-12.47.31:095][  0]LogTargetPlatformManager:   PCD3D_ES31
[2023.02.06-12.47.31:095][  0]LogTargetPlatformManager:   D3D_ES3_1_HOLOLENS
[2023.02.06-12.47.31:095][  0]LogTargetPlatformManager: Loaded format module ShaderFormatOpenGL
[2023.02.06-12.47.31:095][  0]LogTargetPlatformManager:   GLSL_150_ES31
[2023.02.06-12.47.31:095][  0]LogTargetPlatformManager:   GLSL_ES3_1_ANDROID
[2023.02.06-12.47.31:104][  0]LogTargetPlatformManager: Loaded format module ShaderFormatVectorVM
[2023.02.06-12.47.31:104][  0]LogTargetPlatformManager:   VVM_1_0
[2023.02.06-12.47.31:104][  0]LogTargetPlatformManager: Loaded format module VulkanShaderFormat
[2023.02.06-12.47.31:104][  0]LogTargetPlatformManager:   SF_VULKAN_SM5
[2023.02.06-12.47.31:104][  0]LogTargetPlatformManager:   SF_VULKAN_ES31_ANDROID
[2023.02.06-12.47.31:104][  0]LogTargetPlatformManager:   SF_VULKAN_ES31
[2023.02.06-12.47.31:104][  0]LogTargetPlatformManager:   SF_VULKAN_SM5_ANDROID
[2023.02.06-12.47.31:104][  0]LogRendererCore: Ray tracing is disabled. Reason: disabled through project setting (r.RayTracing=0).
[2023.02.06-12.47.31:108][  0]LogDerivedDataCache: FDerivedDataBackendGraph: Pak pak cache file ../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/DerivedDataCache/DDC.ddp not found, will not use a pak cache.
[2023.02.06-12.47.31:108][  0]LogDerivedDataCache: Unable to find inner node Pak for hierarchy Hierarchy.
[2023.02.06-12.47.31:108][  0]LogDerivedDataCache: FDerivedDataBackendGraph: CompressedPak pak cache file ../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.02.06-12.47.31:108][  0]LogDerivedDataCache: Unable to find inner node CompressedPak for hierarchy Hierarchy.
[2023.02.06-12.47.31:139][  0]LogDerivedDataCache: Display: ../../../Engine/DerivedDataCache/Compressed.ddp: Opened pak cache for reading. (1433 MiB)
[2023.02.06-12.47.31:139][  0]LogDerivedDataCache: FDerivedDataBackendGraph: EnterprisePak pak cache file ../../../Enterprise/DerivedDataCache/Compressed.ddp not found, will not use a pak cache.
[2023.02.06-12.47.31:139][  0]LogDerivedDataCache: Unable to find inner node EnterprisePak for hierarchy Hierarchy.
[2023.02.06-12.47.31:197][  0]LogDerivedDataCache: Speed tests for C:/Users/Joshua Simpson/AppData/Local/UnrealEngine/Common/DerivedDataCache took 0.06 seconds
[2023.02.06-12.47.31:197][  0]LogDerivedDataCache: Display: Performance to C:/Users/Joshua Simpson/AppData/Local/UnrealEngine/Common/DerivedDataCache: Latency=0.07ms. RandomReadSpeed=65.42MBs, RandomWriteSpeed=21.97MBs. Assigned SpeedClass 'Local'
[2023.02.06-12.47.31:198][  0]LogDerivedDataCache: Using Local data cache path C:/Users/Joshua Simpson/AppData/Local/UnrealEngine/Common/DerivedDataCache: Writable
[2023.02.06-12.47.31:198][  0]LogDerivedDataCache: Shared data cache path not found in *engine.ini, will not use an Shared cache.
[2023.02.06-12.47.31:198][  0]LogDerivedDataCache: Unable to find inner node Shared for hierarchy Hierarchy.
[2023.02.06-12.47.31:198][  0]LogVirtualization: Display: VirtualizationSystem name found in ini file: None
[2023.02.06-12.47.31:198][  0]LogVirtualization: Display: FNullVirtualizationSystem mounted, virtualization will be disabled
[2023.02.06-12.47.31:198][  0]LogShaderCompilers: Guid format shader working directory is -32 characters bigger than the processId version (../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Intermediate/Shaders/WorkingDirectory/16504/).
[2023.02.06-12.47.31:199][  0]LogShaderCompilers: Cleaned the shader compiler working directory 'C:/Users/Joshua Simpson/AppData/Local/Temp/UnrealShaderWorkingDir/516D98674313ACD278C3329FB9C0E414/'.
[2023.02.06-12.47.31:199][  0]LogXGEController: Cannot use XGE Controller as Incredibuild is not installed on this machine.
[2023.02.06-12.47.31:199][  0]LogShaderCompilers: Display: Using Local Shader Compiler with 8 workers.
[2023.02.06-12.47.32:195][  0]LogTurnkeySupport: Completed SDK detection: ExitCode = 0
[2023.02.06-12.47.32:349][  0]LogShaderCompilers: Display: Compiling shader autogen file: ../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.02.06-12.47.32:352][  0]LogShaderCompilers: Display: Failed to delete old shader autogen file: ../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.02.06-12.47.32:353][  0]LogShaderCompilers: Display: Shader autogen file written: ../../../../../../Users/Joshua Simpson/Documents/GitHub/Unreal_VoxelKeeper/VoxelKeeper/Intermediate/ShaderAutogen/PCD3D_SM6/AutogenShaderHeaders.ush
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: --- StereoAspects begin ---
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: Platform=PCD3D_SM6 (49)
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: bInstancedStereo = 0
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: bMobilePlatform = 0
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: bMobilePostprocessing = 1
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: bMobileMultiView = 0
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: bMultiViewportCapable = 1
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: bInstancedStereoNative = 0
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: ---
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: bMobileMultiViewCoreSupport = 0
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: bMobileMultiViewNative = 0
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: bMobileMultiViewFallback = 0
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: ---
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: bInstancedMultiViewportEnabled = 0
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: bInstancedStereoEnabled = 0
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: bMobileMultiViewEnabled = 0
[2023.02.06-12.47.32:551][  0]LogInit: FStereoShaderAspects: --- StereoAspects end ---
[2023.02.06-12.47.32:662][  0]LogSlate: Using FreeType 2.10.0
[2023.02.06-12.47.32:663][  0]LogSlate: SlateFontServices - WITH_FREETYPE: 1, WITH_HARFBUZZ: 1
[2023.02.06-12.47.32:703][  0]LogAssetRegistry: FAssetRegistry took 0.0136 seconds to start up
[2023.02.06-12.47.32:708][  0]LogEditorDomain: Display: EditorDomain is Disabled
[2023.02.06-12.47.32:951][  0]LogTexture: Display: Texture Encode Speed: FinalIfAvailable (editor).
[2023.02.06-12.47.33:368][  0]LogInit: Selected Device Profile: [WindowsEditor]
[2023.02.06-12.47.33:368][  0]LogDeviceProfileManager: Available device profiles:
[2023.02.06-12.47.33:368][  0]LogDeviceProfileManager: 	[0000069756D24200][00000697496AC000 52] GlobalDefaults, 
[2023.02.06-12.47.33:368][  0]LogDeviceProfileManager: 	[0000069756D25800][00000697413B7800 52] Windows, 
[2023.02.06-12.47.33:368][  0]LogDeviceProfileManager: 	[0000069756D25A00][0000069749522800 52] WindowsEditor, 
[2023.02.06-12.47.33:368][  0]LogDeviceProfileManager: 	[0000069756D25400][000006974CECC800 52] WindowsServer, 
[2023.02.06-12.47.33:368][  0]LogDeviceProfileManager: 	[0000069756D24C00][0000069752160000 52] WindowsClient, 
[2023.02.06-12.47.33:368][  0]LogDeviceProfileManager: 	[0000069756D23200][0000069752165000 52] IOS, 
[2023.02.06-12.47.33:368][  0]LogDeviceProfileManager: 	[0000069756D24600][0000069752167800 52] iPadAir2, 
[2023.02.06-12.47.33:368][  0]LogDeviceProfileManager: 	[0000069756D26200][000006975216C800 52] IPadPro, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D26400][000006975216A000 52] iPadAir3, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D24A00][000006974A780000 52] iPadAir4, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D24E00][0000069752030000 52] iPadAir5, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D26A00][0000069752035000 52] iPadMini4, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D25600][0000069752037800 52] iPadMini5, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D25200][000006975203A000 52] iPadMini6, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D28000][00000697521E0000 52] iPhone6S, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D28200][00000697521E2800 52] iPhone7, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D28400][00000697521E5000 52] iPodTouch7, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D22E00][00000697521EA000 52] iPhone6SPlus, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D25E00][00000697521EC800 52] iPhone7Plus, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D23000][0000069752162800 52] iPhoneSE, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D24800][000006975203C800 52] iPhone8, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D25C00][00000697521E7800 52] iPhone8Plus, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D26E00][0000069752020000 52] iPhoneX, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D26600][0000069752025000 52] iPhoneXS, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D25000][0000069752027800 52] iPhoneXSMax, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D27600][000006975202A000 52] iPhoneXR, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D28E00][000006975202C800 52] iPhone11, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D28A00][0000069752032800 52] iPhone11Pro, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D27200][00000697521D0000 52] iPhone11ProMax, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D23E00][00000697521D5000 52] iPhoneSE2, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D23800][00000697521D7800 52] iPhone12Mini, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D27C00][00000697521DA000 52] iPhone12, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D26000][00000697521DC800 52] iPhone12Pro, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D21600][0000069752022800 52] iPhone12ProMax, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D27000][00000697521A0000 52] iPhone13Mini, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D27400][00000697521A5000 52] iPhone13, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D23C00][00000697521A7800 52] iPhone13Pro, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D27E00][00000697521AA000 52] iPhone13ProMax, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D29000][00000697521AC800 52] iPhoneSE3, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D29200][00000697521D2800 52] iPhone14, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D29600][00000697521B0000 52] iPhone14Plus, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D29800][00000697521B5000 52] iPhone14Pro, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D29C00][00000697521B7800 52] iPhone14ProMax, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D29E00][00000697521BA000 52] iPadPro105, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D29400][00000697521BC800 52] iPadPro129, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D28600][00000697521A2800 52] iPadPro97, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D2A000][00000697521F0000 52] iPadPro2_129, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D2A200][00000697521F5000 52] iPad5, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D2A600][00000697521F7800 52] iPad6, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D2A800][00000697521FA000 52] iPad7, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D2AC00][00000697521FC800 52] iPad8, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D2AE00][00000697521B2800 52] iPad9, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D2A400][0000069752200000 52] iPad10, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D28800][0000069752205000 52] iPadPro11, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D2B000][0000069752207800 52] iPadPro2_11, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D2B200][000006975220A000 52] iPadPro3_11, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D2B600][000006975220C800 52] iPadPro4_11, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D2B800][00000697521F2800 52] iPadPro3_129, 
[2023.02.06-12.47.33:369][  0]LogDeviceProfileManager: 	[0000069756D2BC00][0000069752220000 52] iPadPro4_129, 
